Date,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
2018-01-21,6993.97,113.71,598.05,0,6282.21,6278.88,3.33,0,organic,2018,Orlando
2018-03-11,5214137.33,412621.66,3066433.39,6214.63,1728867.65,1436116.22,279239.21,13512.22,conventional,2018,Northeast
2018-03-04,559943.98,181586.15,241036.31,1031.75,136289.77,128164.6,2453.04,5672.13,conventional,2018,Sacramento
2018-03-04,16468.01,206.2,5412.8,71.81,10777.2,9893.94,883.26,0,organic,2018,SouthCarolina
2018-01-28,13405.95,232.33,150.46,0,13023.16,11059.23,1963.93,0,organic,2018,BuffaloRochester
2018-01-21,3346.54,14.67,253.01,0,3078.86,3078.86,0,0,organic,2018,Albany
2018-02-04,3001.55,0,950.25,0,2051.3,1736.68,314.62,0,organic,2018,Louisville
2018-02-18,26996.61,3948.19,2895.75,15.24,20137.43,20134.1,3.33,0,organic,2018,HarrisburgScranton
2018-03-25,218058,62126.61,39027.74,219.42,116684.23,97377.29,18342.66,964.28,conventional,2018,Roanoke
2018-02-18,396970.44,173173.18,65055.84,3355.35,155386.07,115741.19,35864.29,3780.59,conventional,2018,SouthCarolina
2018-01-14,322932.06,79986.22,96281.04,7841.07,138823.73,71330.43,67126.63,366.67,conventional,2018,LasVegas
2018-01-14,1294149.71,39681.84,818051.5,1338.06,435078.31,415694.04,19384.27,0,conventional,2018,NewYork
2018-01-21,8933.22,3017.16,3954.94,0,1961.12,1961.12,0,0,organic,2018,Sacramento
2018-03-25,13379.77,86.84,5923.16,98.37,7271.4,6881.8,389.6,0,organic,2018,RaleighGreensboro
2018-01-14,13344.06,1422.34,38.22,0,11883.5,11880.17,3.33,0,organic,2018,Pittsburgh
2018-03-25,362959.17,91484.37,120803.28,5307.11,145364.41,139121.67,6242.74,0,conventional,2018,RaleighGreensboro
2018-01-28,21849.91,409.5,280.03,19.17,21141.21,21137.86,3.35,0,organic,2018,HarrisburgScranton
2018-03-04,207466.39,52161.49,35083.44,5581.83,114639.63,99830.1,11245.17,3564.36,conventional,2018,Indianapolis
2018-03-11,1755052.38,64008.06,883441.96,828.96,806773.4,730150.78,74224.85,2397.77,conventional,2018,NewYork
2018-02-11,19026.47,2657.19,2889.56,0,13479.72,13442.8,36.92,0,organic,2018,PhoenixTucson
2018-02-18,9465.72,281.04,1239.92,0,7944.76,6697.78,1246.98,0,organic,2018,Orlando
2018-01-21,36688.67,83.93,28134.16,0,8470.58,8470.58,0,0,organic,2018,Chicago
2018-02-04,14635.63,82.78,5175.05,151.37,9226.43,9000.42,226.01,0,organic,2018,RaleighGreensboro
2018-01-14,7618.85,47.32,2392.03,0,5179.5,3581.76,1597.74,0,organic,2018,Nashville
2018-03-11,26620.79,820.89,10737.83,0,15062.07,12641.49,2420.58,0,organic,2018,Columbus
2018-03-04,144664.26,25407.12,5094.72,0,114162.42,96833.15,17329.27,0,organic,2018,SouthCentral
2018-03-11,3375.33,92.46,616.99,3.93,2661.95,2561.1,100.85,0,organic,2018,Jacksonville
2018-02-25,12853.38,880.24,33.16,0,11939.98,11933.31,6.67,0,organic,2018,Pittsburgh
2018-02-18,155902.21,34945.28,34511.48,261,86184.45,58311.72,27101.62,771.11,conventional,2018,Roanoke
2018-02-25,2430.16,69.78,745.69,0,1614.69,472.96,1141.73,0,organic,2018,Boise
2018-02-25,99580.43,18466.45,25327.67,351.69,55434.62,32907.74,22038.31,488.57,conventional,2018,Louisville
2018-03-11,4790.07,307.23,1845.22,0,2637.62,1042.98,1594.64,0,organic,2018,Spokane
2018-03-04,145608.11,14856.48,27596.01,0,103155.62,103108.51,47.11,0,organic,2018,LosAngeles
2018-01-14,4343.09,116.19,64.16,0,4162.74,1986.09,2176.65,0,organic,2018,Syracuse
2018-01-21,12112.82,2178.78,1901.41,0,8032.63,8031.33,1.3,0,organic,2018,PhoenixTucson
2018-03-04,10565.18,41.88,2211.37,0,8311.93,6653.26,1658.67,0,organic,2018,Nashville
2018-01-21,7128446.75,3429393.15,931790.87,36818.11,2730444.62,2311921.49,418189.88,333.25,conventional,2018,SouthCentral
2018-03-11,279661.71,72847.8,98059.2,6212.37,102542.34,96038.19,6503.04,1.11,conventional,2018,Charlotte
2018-01-14,2033823.81,891358.6,572445.19,6526.08,563493.94,436555.79,126910.37,27.78,conventional,2018,Plains
2018-03-18,154056.32,27820.2,6264.66,0,119971.46,101198.09,18773.37,0,organic,2018,SouthCentral
2018-02-25,18421.24,1974.26,2482.65,0,13964.33,13698.27,266.06,0,organic,2018,WestTexNewMexico
2018-03-04,8580.63,1197.38,159.65,0,7223.6,894.23,6329.37,0,organic,2018,BuffaloRochester
2018-02-25,636462.47,86796.33,173328.81,710.13,375627.2,113771.59,260807.35,1048.26,conventional,2018,Seattle
2018-02-11,28078.4,4681.33,437.65,0,22959.42,22690.02,269.4,0,organic,2018,DallasFtWorth
2018-01-07,746903.16,513398.84,68558.71,1946.21,162999.4,75200.98,87798.42,0,conventional,2018,MiamiFtLauderdale
2018-03-04,881388.29,639495.68,77645.93,1780.45,162466.23,112719.37,48965.19,781.67,conventional,2018,MiamiFtLauderdale
2018-02-18,14647.97,577.71,2469.69,1.41,11579.79,11571.98,7.81,0,organic,2018,Detroit
2018-03-25,20242.65,144.4,10949.63,0,9148.62,9137.73,10.89,0,organic,2018,HartfordSpringfield
2018-03-18,35542.17,184.53,26955.74,0,8401.9,8398.57,3.33,0,organic,2018,Chicago
2018-03-04,5076.9,13.39,1011.72,0,4051.79,1959.38,2092.41,0,organic,2018,Louisville
2018-01-07,203482.84,57981.46,48543.26,161.75,96796.37,80678.76,16101.64,15.97,conventional,2018,Roanoke
2018-01-07,110929.77,40579.4,24117.63,1241.27,44991.47,36998.3,7993.17,0,conventional,2018,Pittsburgh
2018-02-25,19089.16,4845.86,3196.8,0,11046.5,11031.95,14.55,0,organic,2018,PhoenixTucson
2018-02-25,10168.42,194.34,2044.25,0,7929.83,5548.04,2381.79,0,organic,2018,Roanoke
2018-01-14,10308.41,14.16,1519.63,0,8774.62,8744.72,29.9,0,organic,2018,GrandRapids
2018-01-28,27513.73,6132.33,550.8,36.18,20794.42,20366.98,427.44,0,organic,2018,Denver
2018-03-11,236822.98,32765.76,83573,0,120484.22,120465.39,18.83,0,organic,2018,California
2018-02-04,158995.14,2791.08,40524.45,680.12,114996.2,110559.26,4436.94,0,organic,2018,Midsouth
2018-03-04,265942.15,69312.67,20912.27,9651.63,166065.58,146627.38,14918.25,4519.95,conventional,2018,CincinnatiDayton
2018-03-11,191286.89,3195.61,75173.54,55327.24,57590.5,32676.64,8368.93,16544.93,conventional,2018,GrandRapids
2018-02-18,134888.08,23406.88,5128.16,27.46,106325.58,94331.46,11994.12,0,organic,2018,SouthCentral
2018-02-25,1615325.14,76602.52,841320.18,852.11,696550.33,632625.27,61658.39,2266.67,conventional,2018,NewYork
2018-03-04,1501699.41,701418.48,176206.5,3827.34,620247.09,528247.89,91441.42,557.78,conventional,2018,Houston
2018-01-07,6148732.19,3191091.1,1064902.97,24586.38,1868151.74,1373791.28,493580,780.46,conventional,2018,SouthCentral
2018-01-21,7834.07,1296.15,18.33,0,6519.59,6519.59,0,0,organic,2018,Pittsburgh
2018-02-25,151330.38,12862.56,69046.27,64.77,69356.78,43442.45,25218.77,695.56,conventional,2018,BuffaloRochester
2018-02-25,3673.2,1,1293.28,0,2378.92,1487.59,891.33,0,organic,2018,Louisville
2018-01-14,1316347.07,548774.22,292561.6,6066.33,468944.92,355573.55,113294.7,76.67,conventional,2018,Houston
2018-01-07,1140210.38,587439.51,258369.66,5543.59,288857.62,183640.29,104915.08,302.25,conventional,2018,DallasFtWorth
2018-02-18,1572064.61,931553.8,160780.41,4045.42,475684.98,372117.42,103276.45,291.11,conventional,2018,Houston
2018-03-25,93961.48,10004.38,57087.01,102.7,26767.39,11836.12,14931.27,0,conventional,2018,Syracuse
2018-01-14,1333180.68,677477.52,316020.36,7862.07,331820.73,240134.19,91381.56,304.98,conventional,2018,DallasFtWorth
2018-03-25,374859.68,19823.16,58366.54,201.04,296468.94,265716.88,30752.06,0,organic,2018,Northeast
2018-03-18,508979.43,333194.13,32206.33,1543.14,142035.83,82165.92,59626.58,243.33,conventional,2018,Orlando
2018-02-25,17191.34,212.48,4438.03,95.27,12445.56,12088.07,357.49,0,organic,2018,SouthCarolina
2018-01-07,61712.85,2216.22,18281.23,17.08,41198.32,30082.97,11112.64,2.71,organic,2018,Plains
2018-01-28,441977,11731.68,360982.52,1920.26,67342.54,31388.47,35837.4,116.67,conventional,2018,NorthernNewEngland
2018-02-25,9345.93,256.43,1278.39,0,7761.04,4655.23,3105.81,0,organic,2018,Indianapolis
2018-02-25,586240.44,257877.67,35083.86,1579.38,291699.53,201139.31,88126.43,2433.79,conventional,2018,Atlanta
2018-03-04,97173.74,22840.56,23137.75,219.31,50976.12,32351.06,17796.4,828.66,conventional,2018,Louisville
2018-03-25,85839.98,40361.51,2026.94,9200.23,34251.3,24809.18,9434.29,7.83,conventional,2018,Boise
2018-02-11,121804.36,8183.48,95548.47,61,18011.41,13264.91,4295.39,451.11,conventional,2018,Albany
2018-01-21,872673.39,147297.68,233968.98,14834.26,476572.47,101867.53,374703.83,1.11,conventional,2018,Denver
2018-01-07,7496.04,52.94,293.77,0,7149.33,7135.99,13.34,0,organic,2018,MiamiFtLauderdale
2018-03-18,45893.2,1490.12,15816.48,32.34,28554.26,2763.22,25662.29,128.75,organic,2018,Seattle
2018-01-28,265600.2,64276.57,83870.54,8592.12,108860.97,93966.39,14884.55,10.03,conventional,2018,Indianapolis
2018-01-07,257281.38,57546.66,128633.39,70.97,71030.36,57822.58,13207.78,0,conventional,2018,HarrisburgScranton
2018-03-18,316201.23,141265.4,11914.02,387.61,162634.2,131128.64,29834.21,1671.35,conventional,2018,Nashville
2018-02-18,14413.06,468.13,3416.33,60.67,10467.93,10254.64,213.29,0,organic,2018,RichmondNorfolk
2018-02-18,6379219.83,2086478.7,2413234.64,114573.33,1764933.16,1640897.04,47009.82,77026.3,conventional,2018,California
2018-01-07,156341.57,42992.91,56007.79,0,57340.87,57271.15,69.72,0,organic,2018,California
2018-02-18,20608.98,2304.48,4614.12,0,13690.38,3448.31,10232.51,9.56,organic,2018,Portland
2018-01-28,947968.47,108233.69,515116.55,124271.04,200347.19,79871.28,120462.37,13.54,conventional,2018,Chicago
2018-02-04,2959541.38,96084.63,2250967.25,3253.28,609236.22,569361.35,38734.78,1140.09,conventional,2018,NewYork
2018-03-18,98328.71,21145.49,26680.03,594.18,49909.01,30325.62,19483.29,100.1,conventional,2018,Spokane
2018-02-25,68888.16,7676.62,31987.77,94.31,29129.46,20766.25,8363.21,0,conventional,2018,Syracuse
2018-03-18,602177.43,24831.59,443903.93,1853.86,131588.05,101891.24,28125.7,1571.11,conventional,2018,Boston
2018-03-11,212107.87,60498.56,22813.02,2942.75,125853.54,85932.68,39844.53,76.33,conventional,2018,Columbus
2018-03-04,74156.41,4937.37,18295.18,0,50923.86,35751.36,15172.5,0,organic,2018,Plains
2018-02-04,1310671.51,897435.51,118495.93,2277.74,292462.33,111637.21,180761.79,63.33,conventional,2018,MiamiFtLauderdale
2018-01-28,159289.18,31259.73,49375.92,283.44,78370.09,61701.01,16669.08,0,conventional,2018,Roanoke
2018-02-18,36683.22,8065.46,597.63,49.7,27970.43,27804.78,165.65,0,organic,2018,Denver
2018-03-04,170250.03,4165.25,46035.81,934.06,119114.91,108411.32,10703.59,0,organic,2018,Midsouth
2018-01-14,9883.94,1497.55,2199.58,0,6186.81,6180.41,6.4,0,organic,2018,LasVegas
2018-03-04,89700.27,7365.24,50900.41,81.18,31353.44,9960.15,21393.29,0,conventional,2018,Syracuse
2018-03-25,258547.55,68088.95,87220.18,5567.45,97670.97,92743.21,4926.65,1.11,conventional,2018,Charlotte
2018-02-18,669345.2,451052.19,52028.41,2264.07,164000.53,95511.54,68415.66,73.33,conventional,2018,MiamiFtLauderdale
2018-03-04,457398.25,213096.65,71897.89,3953.91,168449.8,119609.41,45130.39,3710,conventional,2018,SouthCarolina
2018-01-14,251260.54,60751.23,97094.95,5512.27,87902.09,82964.19,4937.9,0,conventional,2018,Charlotte
2018-01-28,821352.05,246496.88,418612.3,2588.33,153654.54,150232.81,402.62,3019.11,conventional,2018,SanFrancisco
2018-03-18,17377.59,384.68,3856.94,0,13122.54,7412.71,5709.83,0,organic,2018,Indianapolis
2018-03-18,15896.38,2055.35,1499.55,0,12341.48,12114.81,226.67,0,organic,2018,WestTexNewMexico
2018-03-11,113559.93,2019.57,19238.35,130.1,92171.91,89311.39,2860.52,0,organic,2018,Southeast
2018-03-18,1010953.71,163394.48,260747.73,15483.84,571327.66,129403.31,441922.13,2.22,conventional,2018,Denver
2018-03-04,592281.81,75141.3,252079.64,16464.63,248596.24,163839.54,84108.76,647.94,conventional,2018,Portland
2018-01-14,21770.02,3285.98,14338.52,0,4145.52,4145.52,0,0,organic,2018,SanDiego
2018-01-14,9939.69,3653.04,4484.42,0,1802.23,1802.23,0,0,organic,2018,Sacramento
2018-01-07,23120.43,1649.74,3006.89,0,18452.29,16829.87,1622.42,0,organic,2018,Detroit
2018-01-14,243366.13,59620.01,30542.73,19975.22,133228.17,123961.02,9260.42,6.73,conventional,2018,CincinnatiDayton
2018-02-25,4302561.08,2378306.98,346795.18,16966.25,1560492.67,1104205.56,445832.46,10454.65,conventional,2018,Southeast
2018-01-21,15829.03,225.43,166.81,19.2,15417.59,15410.91,6.68,0,organic,2018,HarrisburgScranton
2018-02-25,289607.63,13661.98,196776.63,314.45,78854.57,68300.92,9368.09,1185.56,conventional,2018,HartfordSpringfield
2018-02-04,1225103.27,139312.12,708495.55,5611.56,371684.04,369085.25,2512.13,86.66,conventional,2018,BaltimoreWashington
2018-02-04,6493.79,1328.38,666.47,0,4498.94,2696.67,1802.27,0,organic,2018,StLouis
2018-01-21,5509.3,259.52,123.76,0,5126.02,5035.55,90.47,0,organic,2018,NewOrleansMobile
2018-02-18,21551.76,9721.38,9543.71,0,2286.67,2283.34,3.33,0,organic,2018,SanFrancisco
2018-03-04,432095.58,15615.69,347650.33,272.95,68556.61,64366.72,3032.11,1157.78,conventional,2018,HartfordSpringfield
2018-02-04,216738.47,7625.65,195725.06,143.53,13244.23,10571.6,2422.63,250,conventional,2018,Albany
2018-01-14,86632.25,7433.43,17885.26,49.43,61264.13,60763.71,500.42,0,organic,2018,NewYork
2018-02-04,957792.07,474887.68,55158.13,1755.05,425991.21,292317.81,131566.04,2107.36,conventional,2018,Atlanta
2018-03-25,9097.89,82.57,1984.01,0,7031.31,6152.25,879.06,0,organic,2018,Roanoke
2018-02-04,880540.45,167512.7,287359.89,60027.97,365639.89,266930.49,89516.48,9192.92,conventional,2018,Detroit
2018-03-25,96048.46,1753.94,41364.9,40.54,52889.08,8496.71,44278.26,114.11,organic,2018,Seattle
2018-01-07,85027.89,27224.55,21852.06,487.93,35463.35,27270.42,8169.06,23.87,conventional,2018,Spokane
2018-02-18,395298.31,16084.53,297489.92,1168.92,80554.94,39537.13,40374.48,643.33,conventional,2018,NorthernNewEngland
2018-01-07,12589.45,1639.81,1133.28,0,9816.36,9106.36,710,0,organic,2018,Columbus
2018-01-14,5927016.73,2098762.55,2356359.93,151045.33,1320848.92,1226559.09,25390.97,68898.86,conventional,2018,California
2018-03-11,1619549.79,941189.25,269078.43,14057.17,395224.94,227505.97,161870.08,5848.89,conventional,2018,PhoenixTucson
2018-03-04,25055.39,9521.74,10818.1,0,4715.55,4715.55,0,0,organic,2018,SanFrancisco
2018-03-18,1564859.63,73760.49,911098.28,612.78,579388.08,552433.16,24302.69,2652.23,conventional,2018,NewYork
2018-02-25,97120.83,21800.62,24410.77,555,50354.44,21906.42,28350.8,97.22,conventional,2018,Spokane
2018-02-04,124659.55,1345.94,32088.04,85.31,91140.26,1998.66,88880.93,260.67,organic,2018,Seattle
2018-03-18,316969.55,181011.25,19002.68,2515,114440.62,95470.29,18533.66,436.67,conventional,2018,NewOrleansMobile
2018-02-11,20349.55,1481.13,2510.65,13.13,16344.64,16333.54,11.1,0,organic,2018,Philadelphia
2018-03-18,542846.79,230046.31,78736.72,3687.24,230376.52,185198.74,41852.22,3325.56,conventional,2018,SouthCarolina
2018-02-11,321368.64,77585.95,165153.24,116.39,78513.06,72248.7,4766.58,1497.78,conventional,2018,HarrisburgScranton
2018-02-18,8499.84,2140.53,3537.09,0,2822.22,2818.89,3.33,0,organic,2018,Sacramento
2018-02-11,1553404.16,768415.85,212945.5,5327.13,566715.68,461849.3,87861.7,17004.68,conventional,2018,DallasFtWorth
2018-01-07,430765.97,288886.48,34311.29,997.66,106570.54,65277.02,41293.52,0,conventional,2018,Orlando
2018-03-04,313200.35,38734.87,90401.71,108.65,183955.12,168196.82,15758.3,0,organic,2018,Northeast
2018-01-28,14938.24,110.46,5096.23,94.82,9636.73,8443.69,1193.04,0,organic,2018,SouthCarolina
2018-01-28,208484.39,97083.74,7111.09,464.04,103825.52,81101.21,22724.31,0,conventional,2018,StLouis
2018-01-14,4412.54,150.54,1948.36,0,2313.64,564.45,1749.19,0,organic,2018,Spokane
2018-03-18,7105.79,1052.26,2821.98,7.09,3224.46,3207.79,16.67,0,organic,2018,StLouis
2018-01-21,506254.11,234534.94,77898.32,3486.87,190333.98,138219.59,49325.5,2788.89,conventional,2018,SouthCarolina
2018-01-07,103034.09,1359.47,16209.36,194.07,85271.19,78886.47,6384.72,0,organic,2018,Southeast
2018-03-18,4077.51,87.69,667.47,3.93,3318.42,2769.35,549.07,0,organic,2018,Jacksonville
2018-03-25,503277.65,43421.1,252219.75,248.04,207388.76,187566.62,17687.7,2134.44,conventional,2018,Philadelphia
2018-02-18,7007.39,1253.21,756.65,3.53,4994,2970,2024,0,organic,2018,StLouis
2018-02-04,333398.29,108554.97,61748.67,5329.61,157765.04,117614.03,39927.3,223.71,conventional,2018,Columbus
2018-01-21,94441.5,9239.41,24527.98,0,60674.11,60647.03,27.08,0,organic,2018,LosAngeles
2018-01-21,8566.64,4.26,1118.8,0,7443.58,7418.31,25.27,0,organic,2018,GrandRapids
2018-01-14,670766.04,298975.97,60229.21,1604.9,309955.96,171508.47,134436.39,4011.1,conventional,2018,Atlanta
2018-01-07,295941.23,183343.94,30856.25,2514.49,79226.55,64892.6,13346.17,987.78,conventional,2018,NewOrleansMobile
2018-03-25,228837.36,53795.52,53103.06,7008.97,114929.81,96343.12,15834.92,2751.77,conventional,2018,Indianapolis
2018-03-04,5318554.52,364721.28,3542626.1,6184.77,1405022.37,1101807.62,291485.87,11728.88,conventional,2018,Northeast
2018-02-11,258008.01,86439.93,52397.39,5258.07,113912.62,90091.1,21306.88,2514.64,conventional,2018,Indianapolis
2018-02-11,5141310.45,3028127.72,399356.06,16907.18,1696919.49,1077827.17,608625.73,10466.59,conventional,2018,Southeast
2018-02-11,617475.89,19640,512849.57,3564.09,81422.23,35046.08,45221.71,1154.44,conventional,2018,NorthernNewEngland
2018-02-11,569543.02,364195.92,46814.57,1035.27,157497.26,82780.08,74593.85,123.33,conventional,2018,Tampa
2018-01-07,7700.96,41.48,2384.27,0,5275.21,3330.37,1944.84,0,organic,2018,Nashville
2018-01-07,5756632.36,2350838.88,1704810.36,135053.06,1565930.06,1465321.32,25951.12,74657.62,conventional,2018,California
2018-03-25,4173.7,8,988.64,0,3177.06,2031.65,1145.41,0,organic,2018,Louisville
2018-03-25,488321.93,140383.72,156203,13940.11,177795.1,168263.27,7442.94,2088.89,conventional,2018,SanDiego
2018-03-04,6858.14,982.72,2294.52,0,3580.9,3054.45,526.45,0,organic,2018,StLouis
2018-01-21,6137752.61,441673.49,4447691.02,16607.82,1231780.28,990188.67,241571.32,20.29,conventional,2018,Northeast
2018-01-14,218369.75,2747.68,51221.04,926.79,163474.24,152552.08,10922.16,0,organic,2018,Midsouth
2018-02-25,3349766.24,786103.03,1219846.07,25950.6,1317866.54,1104688,201778.2,11400.34,conventional,2018,Midsouth
2018-02-25,76998.78,5465.58,18240.36,0,53292.84,35159.1,18133.74,0,organic,2018,Plains
2018-03-11,13869.87,93.04,6501.92,224.71,7050.2,6823.87,226.33,0,organic,2018,RaleighGreensboro
2018-02-25,11398.35,761.52,168.93,0,10467.9,2567.55,7900.35,0,organic,2018,BuffaloRochester
2018-02-11,21708.65,9960.19,9215.13,0,2533.33,2533.33,0,0,organic,2018,SanFrancisco
2018-03-04,820728.47,109595.38,465039.55,104755.22,141338.32,97377.72,42517.93,1442.67,conventional,2018,Chicago
2018-02-04,9503.13,1479.32,1512.78,0,6511.03,6465.39,45.64,0,organic,2018,LasVegas
2018-02-18,3135330.32,709218.57,1150144.86,24776.61,1251190.28,1015372.21,224403.31,11414.76,conventional,2018,Midsouth
2018-02-04,113023.35,5795.04,77127.19,87.42,30013.7,7708.12,22305.58,0,conventional,2018,Syracuse
2018-03-25,2298609.62,870297.25,765738.57,8214.57,654359.23,603569.13,50091.31,698.79,conventional,2018,Plains
2018-02-25,343583.53,91255.51,120240.34,5425.62,126662.06,119370.42,7291.64,0,conventional,2018,RaleighGreensboro
2018-02-04,9773.21,275.47,1302.43,0,8144.5,5633.86,2510.64,0,organic,2018,Indianapolis
2018-03-18,6981.22,162.32,87.87,0,6731.03,2782.91,3948.12,0,organic,2018,Syracuse
2018-01-21,176001.32,32866.66,52406.08,271.62,90456.96,61172.35,29271.28,13.33,conventional,2018,Roanoke
2018-03-25,91739.92,11197.66,29959.26,0,50583,50420.81,162.19,0,organic,2018,LosAngeles
2018-01-07,118958.8,29241.59,37772.39,170.77,51774.05,32655.63,19115.6,2.82,conventional,2018,Louisville
2018-03-18,9211.25,4.48,1362.75,0,7844.02,7815.81,28.21,0,organic,2018,GrandRapids
2018-01-28,18973.89,468.61,10161.69,2.79,8340.8,8340.8,0,0,organic,2018,HartfordSpringfield
2018-02-18,3351722.04,639056.82,856103.82,251048.73,1605512.67,1146466.95,412433.13,46612.59,conventional,2018,GreatLakes
2018-03-04,330201.25,88012.88,101227.44,5793.79,135167.14,128111.5,7055.64,0,conventional,2018,RaleighGreensboro
2018-01-28,661212.22,440406.44,54463.83,2465.91,163876.04,95377.39,68491.98,6.67,conventional,2018,MiamiFtLauderdale
2018-01-07,11449.3,12.71,3013.06,0,8423.53,8423.53,0,0,organic,2018,GrandRapids
2018-03-18,396324.57,73274.02,93954.85,5330.38,223765.32,218181.7,5583.62,0,conventional,2018,Charlotte
2018-01-28,15027.47,702.32,4805.49,0,9519.66,3133.44,6386.22,0,organic,2018,CincinnatiDayton
2018-03-25,641462.43,26019.52,479186.12,1883.17,134373.62,109938.39,22955.23,1480,conventional,2018,Boston
2018-02-11,233976.66,10690.15,28304.93,798.88,194182.7,175554.11,18628.59,0,organic,2018,Northeast
2018-03-25,1684537.69,932956.86,296968.67,14886.96,439725.2,216076.58,218329.73,5318.89,conventional,2018,PhoenixTucson
2018-03-04,122700.54,2856.11,23002.28,104.25,96737.9,80786.88,15951.02,0,organic,2018,Southeast
2018-02-04,469093.71,124229.81,128208.07,2217.45,214438.38,187621.35,26710.36,106.67,conventional,2018,RichmondNorfolk
2018-02-11,167604.6,3619.4,80530.3,42489.31,40965.59,25201.76,2735.5,13028.33,conventional,2018,GrandRapids
2018-01-07,2989.39,43.23,531.48,0,2414.68,2400.05,14.63,0,organic,2018,Jacksonville
2018-03-18,517463.38,154151.99,270169.95,840.67,92300.77,84669.16,734.35,6897.26,conventional,2018,Sacramento
2018-03-18,5278752.32,2993709.42,397715.46,17560.86,1869766.58,1246650.93,611691.39,11424.26,conventional,2018,Southeast
2018-03-11,40506.15,8456.51,165.94,0,31883.7,31440.37,443.33,0,organic,2018,Houston
2018-03-11,16213.23,363.43,3680.52,79.89,12089.39,11655.63,433.76,0,organic,2018,RichmondNorfolk
2018-01-21,577173.29,375284.99,50138.85,1076.25,150673.2,76281.04,74392.16,0,conventional,2018,Tampa
2018-01-14,4073408.38,282970.7,2558511.27,8555.47,1223370.94,955649.36,267714.63,6.95,conventional,2018,Northeast
2018-02-04,8345.08,196.63,121.26,0,8027.19,7856.66,170.53,0,organic,2018,NewOrleansMobile
2018-01-28,187523.2,60555.62,23671.37,3175.28,100120.93,83156.44,16932.05,32.44,conventional,2018,Columbus
2018-03-25,3119.2,76.12,1006.43,0,2036.65,618.64,1418.01,0,organic,2018,Boise
2018-03-04,24614.51,1558.03,10118.36,0,12938.12,12934.79,3.33,0,organic,2018,SanDiego
2018-01-28,559460.44,267126.26,37573.74,1661.8,253098.64,165156.6,83774.26,4167.78,conventional,2018,Atlanta
2018-03-04,533700.98,331886.57,35297.07,1526.93,164990.41,86462.68,78304.4,223.33,conventional,2018,Orlando
2018-02-18,172847.28,100935.83,7745.41,388.29,63777.75,46000.98,17776.77,0,conventional,2018,StLouis
2018-03-25,24825.5,6516.4,685.92,44.09,17579.09,16514.58,1064.51,0,organic,2018,Denver
2018-03-18,11198.86,1458.43,2174.4,0,7566.03,7545.71,20.32,0,organic,2018,LasVegas
2018-02-25,405689.01,178666.56,70216.92,3960.77,152844.76,119270.49,30146.09,3428.18,conventional,2018,SouthCarolina
2018-03-25,9506.07,319.39,1427.13,0,7685.05,3437.74,4247.31,0,organic,2018,Indianapolis
2018-03-04,934460.44,192776.45,258652.66,15526.86,467504.47,137337.91,330166.56,0,conventional,2018,Denver
2018-01-21,273473.62,118667.23,20388.24,309.67,134108.48,95967.09,36876.95,1264.44,conventional,2018,Nashville
2018-01-07,82282.71,1315.95,9962.1,134.19,70870.47,70863.8,6.67,0,organic,2018,BaltimoreWashington
2018-03-25,4454904.4,2489234.81,333310.56,18460.82,1613898.21,1117431.16,484934.57,11532.48,conventional,2018,Southeast
2018-02-04,135996.73,29097.18,3815.01,0,103084.54,96116.6,6967.94,0,organic,2018,SouthCentral
2018-01-21,1437239.09,728035,216211.98,6291.83,486700.28,410340.65,76287.17,72.46,conventional,2018,DallasFtWorth
2018-02-04,17404.84,142.97,8510.44,15.34,8736.09,8736.09,0,0,organic,2018,HartfordSpringfield
2018-03-04,9611.48,2391.35,3880.13,0,3340,3340,0,0,organic,2018,Sacramento
2018-03-04,3654450.88,753405.33,984160.83,246085.46,1670799.26,1303661.73,309332.66,57804.87,conventional,2018,GreatLakes
2018-01-14,369628.1,94963.97,60826.16,13812.28,200025.69,162745.09,36032.53,1248.07,conventional,2018,Detroit
2018-02-25,464413.57,72595.4,90296.46,53864.5,247657.21,185976.63,32253.35,29427.23,conventional,2018,Detroit
2018-02-04,5286412.87,1259113.31,1697962.55,30102.36,2299234.65,2012145.29,280722.16,6367.2,conventional,2018,Midsouth
2018-02-04,2594.9,76.84,590.46,0,1927.6,492.63,1376.55,58.42,organic,2018,Boise
2018-03-18,11828.91,1954.32,3597.7,0,6276.89,6270.22,6.67,0,organic,2018,Sacramento
2018-01-14,4140.95,7.3,301.87,0,3831.78,3831.78,0,0,organic,2018,Albany
2018-02-04,7094764.73,1410647.88,2875747.93,667141.61,2141227.31,1436877.51,573049.04,131300.76,conventional,2018,GreatLakes
2018-01-28,773218.13,181751.78,215803.07,9803.85,365859.43,111320.37,254537.95,1.11,conventional,2018,Denver
2018-02-11,558926.47,222366.32,136214.59,16577.9,183767.66,175708.38,5873.73,2185.55,conventional,2018,SanDiego
2018-02-18,179193.25,47570.1,13758.25,2239.22,115625.68,76906.83,36898.98,1819.87,conventional,2018,Columbus
2018-02-18,144087.48,10951.83,66055.96,74.08,67005.61,32089.56,34562.71,353.34,conventional,2018,BuffaloRochester
2018-03-18,4621126.31,453731.61,2646866.44,7610.65,1512917.61,1210266.06,287448.21,15203.34,conventional,2018,Northeast
2018-02-25,23520.36,3998.07,635.53,0,18886.76,17839.97,1046.79,0,organic,2018,DallasFtWorth
